Date UTC;T° (C);P (hPa);HR (%);P.rosée (°C);Visi (km);Vt. moy. (km/h);Vt. raf. (km/h);Vt. dir (°);RR 3h (mm);Neige (cm);Nebul. (octats)
03/03/16 12h00;9;1013.8;75;4.8;12;16.668;25.928;290;1;0;8
03/03/16 15h00;7.7;1009.4;94;6.8;4.8;22.224;35.188;200;;;8
03/03/16 18h00;9.2;1006.6;92;8;4.6;24.076;44.448;290;1;0;8
03/03/16 21h00;8.7;1004;87;6.7;25;20.372;42.596;260;0;;7
04/03/16 00h00;8.4;1000.6;81;5.3;14;27.78;51.856;270;0;0;8
04/03/16 03h00;5.6;998.5;89;3.9;7;12.964;33.336;290;1;0;8
04/03/16 06h00;3.8;996.3;91;2.5;25;5.556;11.112;240;2;;7
04/03/16 09h00;6.4;995.1;82;3.5;25;9.26;18.52;300;0;;7
04/03/16 12h00;5.2;994.7;82;2.4;20;7.408;24.076;270;0;;7
04/03/16 15h00;6.9;993.9;72;2.2;20;20.372;37.04;280;;;6
04/03/16 18h00;4.9;994.4;75;0.8;15;12.964;59.264;300;0;;7
04/03/16 21h00;5.4;993.6;84;2.9;12;22.224;35.188;330;0;;5
05/03/16 00h00;5.6;995.5;82;2.8;18;27.78;62.968;350;1;0;7
05/03/16 03h00;5.5;996.8;75;1.4;17;37.04;64.82;350;0;0;7
05/03/16 06h00;5.3;998.9;79;1.9;15;24.076;53.708;10;;;6
05/03/16 09h00;6.5;1001.8;78;2.9;15;27.78;55.56;340;5;;6
05/03/16 12h00;7.7;1004.2;63;1.1;35;35.188;59.264;10;0;0;7
05/03/16 15h00;8.2;1005.9;55;-0.3;19;29.632;50.004;360;0;;6
05/03/16 18h00;5.9;1008.2;66;0;25;7.408;33.336;360;0;;4
05/03/16 21h00;5.8;1009.9;75;1.7;55;18.52;27.78;340;0;0;8
06/03/16 00h00;4.6;1010.9;76;0.7;55;11.112;25.928;330;0;0;
06/03/16 03h00;4;1011.1;76;0.1;60;9.26;16.668;310;0;0;
06/03/16 06h00;3.1;1011.4;82;0.3;30;5.556;9.26;310;0;;4
06/03/16 09h00;6.7;1012.3;67;1;40;18.52;35.188;340;0;;4
06/03/16 12h00;7.8;1011.6;56;-0.4;40;18.52;37.04;320;0;;8
06/03/16 15h00;6.4;1009.1;74;2.1;15;11.112;31.484;290;;;8
06/03/16 18h00;4.9;1006.7;83;2.3;15;3.704;33.336;340;0;;8
06/03/16 21h00;4;1004.7;87;2;15;9.26;12.964;130;;;7
07/03/16 00h00;1.8;1005.8;92;0.6;14;7.408;11.112;30;0;0;
07/03/16 03h00;3.4;1007.8;93;2.4;11;7.408;9.26;60;0;0;8
07/03/16 06h00;4.2;1009.8;84;1.7;25;11.112;22.224;10;0;;6
07/03/16 09h00;5.7;1012.8;65;-0.4;25;22.224;46.3;10;0;;4
07/03/16 12h00;8;1014.3;52;-1.3;25;22.224;40.744;360;0;;3
07/03/16 15h00;8.7;1014.3;53;-0.4;25;20.372;44.448;330;0;;3
07/03/16 18h00;6.8;1015.8;67;1.1;25;9.26;29.632;320;0;;2
07/03/16 21h00;5;1017.1;80;1.8;25;7.408;16.668;300;0;;2
08/03/16 00h00;4.8;1018.1;86;2.7;3.5;12.964;24.076;340;0;0;7
08/03/16 03h00;3.4;1017.9;93;2.4;27;7.408;9.26;260;0;0;8
08/03/16 06h00;4.6;1018.6;91;3.3;25;5.556;11.112;250;0;;8
08/03/16 09h00;7;1019.3;84;4.5;20;7.408;12.964;250;;;7
08/03/16 12h00;9.1;1018.6;75;4.9;20;16.668;25.928;240;;;7
08/03/16 15h00;8.6;1016.9;95;7.8;2;24.076;38.892;210;0;;7
08/03/16 18h00;9.9;1014.7;95;9.1;3;24.076;40.744;220;0;;8
08/03/16 21h00;10.3;1010.3;97;9.8;3.5;31.484;42.596;210;1;;8
09/03/16 00h00;10.2;1003.5;97;9.7;3.1;44.448;68.524;220;11;0;8
09/03/16 03h00;8.3;999.7;76;4.3;19;40.744;74.08;290;11;0;7
09/03/16 06h00;6.7;1000.7;80;3.5;10;42.596;90.748;310;2;;7
09/03/16 09h00;6.8;1003.6;71;1.9;18;48.152;88.896;320;1;;6
09/03/16 12h00;8.4;1006.3;59;0.8;18;50.004;87.044;320;0;;7
09/03/16 15h00;8.5;1007.8;57;0.5;20;50.004;83.34;330;0;;6
09/03/16 18h00;7.6;1009.5;64;1.2;25;40.744;83.34;340;0;;5
09/03/16 21h00;7.8;1011.2;59;0.3;25;40.744;72.228;340;0;;3
10/03/16 00h00;8;1013;65;1.8;50;38.892;72.228;360;0;0;8
10/03/16 03h00;7.4;1015;67;1.7;55;35.188;59.264;360;0;0;
10/03/16 06h00;6.8;1017.5;72;2.1;25;22.224;42.596;20;0;;6
10/03/16 09h00;8.8;1020.4;64;2.4;30;25.928;44.448;20;0;;3
10/03/16 12h00;10.4;1021.8;60;3;30;24.076;44.448;10;0;;4
10/03/16 15h00;9.2;1022.3;66;3.2;30;20.372;38.892;20;0;;7
10/03/16 18h00;8.2;1023.6;73;3.6;30;12.964;27.78;360;;;5
10/03/16 21h00;5;1025.9;85;2.7;20;9.26;12.964;30;0;;2
11/03/16 00h00;2.7;1027;92;1.5;9;3.704;5.556;20;0;0;
11/03/16 03h00;1.2;1027;95;0.5;0.8;3.704;5.556;10;0;0;
11/03/16 06h00;0.6;1027.6;96;0;8;3.704;5.556;360;0;;3
11/03/16 09h00;7.8;1028.3;80;4.6;10;3.704;7.408;10;0;;2
11/03/16 12h00;9.6;1028.6;57;1.5;20;9.26;16.668;10;0;;6
11/03/16 15h00;10;1027.9;57;1.9;20;11.112;16.668;60;0;;7
11/03/16 18h00;8.9;1028.3;62;2;20;1.852;11.112;10;0;;7
11/03/16 21h00;4.6;1029.5;88;2.8;10;5.556;5.556;20;0;;6
12/03/16 00h00;3.7;1029;94;2.8;8;7.408;11.112;90;0;0;
12/03/16 03h00;2.1;1029.1;96;1.5;2.7;0;5.556;0;0;0;7
12/03/16 06h00;1.7;1029.1;94;0.8;4;5.556;7.408;140;0;;4
12/03/16 09h00;6.4;1029.8;89;4.7;8;5.556;7.408;110;0;;6
12/03/16 12h00;10.2;1030.1;62;3.2;9;9.26;20.372;40;0;;6
12/03/16 15h00;10.6;1029.6;58;2.7;10;16.668;24.076;20;0;;6
12/03/16 18h00;7.6;1029.9;72;2.9;4.5;11.112;24.076;30;0;0;
12/03/16 21h00;4.5;1031.5;89;2.8;2.2;11.112;16.668;40;0;;0
13/03/16 00h00;3.3;1031.4;92;2.1;1.5;7.408;12.964;50;0;0;
13/03/16 03h00;2.3;1031.1;96;1.7;0.4;7.408;9.26;60;0;0;
13/03/16 06h00;2.4;1031.2;96;1.8;0.1;9.26;14.816;50;0;;8
13/03/16 09h00;6.9;1032;89;5.2;2;14.816;22.224;70;0;;4
13/03/16 12h00;10.9;1030.8;62;3.9;4;20.372;35.188;50;0;;4
13/03/16 15h00;10.3;1029.5;66;4.2;6;24.076;42.596;40;0;;4
13/03/16 18h00;7;1029.1;70;1.9;8;27.78;44.448;50;0;;0
13/03/16 21h00;4.9;1029.6;83;2.3;6;24.076;37.04;60;0;;0
14/03/16 00h00;3.7;1029.3;85;1.4;4.1;12.964;27.78;60;0;0;
14/03/16 03h00;3.1;1028.2;91;1.8;2.3;11.112;18.52;60;0;0;
14/03/16 06h00;3.6;1027.6;92;2.4;3;18.52;27.78;50;0;;1
14/03/16 09h00;7.4;1027.2;78;3.8;6;29.632;44.448;60;0;;4
14/03/16 12h00;10.1;1025.2;62;3.1;10;31.484;50.004;60;0;;3
14/03/16 15h00;10;1023.6;66;3.9;15;27.78;50.004;40;0;;3
14/03/16 18h00;8;1023.9;69;2.7;10;22.224;37.04;60;0;;5
14/03/16 21h00;6.7;1024.6;79;3.3;6;20.372;31.484;70;0;;7
15/03/16 00h00;4.2;1025;89;2.5;2.6;12.964;18.52;50;0;0;
15/03/16 03h00;3.4;1024.8;89;1.8;3.1;14.816;20.372;80;0;0;
15/03/16 06h00;2.6;1025.4;83;0;6;16.668;25.928;70;0;;1
15/03/16 09h00;7.2;1026.1;66;1.3;7;18.52;25.928;70;0;;0
15/03/16 12h00;11.3;1025.5;50;1.2;6;22.224;35.188;80;0;0;
15/03/16 15h00;12.1;1024.7;52;2.5;11;18.52;35.188;50;0;;0
15/03/16 18h00;7.9;1025.4;67;2.1;9;18.52;31.484;40;0;;0
15/03/16 21h00;4.8;1026.1;85;2.5;3.5;9.26;14.816;30;0;;2
16/03/16 00h00;5.4;1025.5;92;4.2;4.8;14.816;20.372;40;0;0;8
16/03/16 03h00;7.4;1024.8;84;4.9;8;20.372;42.596;60;0;0;8
16/03/16 06h00;6.9;1024.7;90;5.4;8;16.668;38.892;40;;;8
16/03/16 09h00;9;1025.4;71;4;9;29.632;55.56;70;;;5
16/03/16 12h00;10.1;1025.3;53;0.9;10;31.484;48.152;60;0;;5
16/03/16 15h00;10.2;1024.2;55;1.6;10;37.04;51.856;50;0;;5
16/03/16 18h00;7.4;1024.7;69;2.1;10;25.928;48.152;50;0;;4
16/03/16 21h00;6.3;1025.8;64;0;20;24.076;50.004;50;0;;8
17/03/16 00h00;5.2;1026.1;74;0.9;10;12.964;20.372;50;0;0;8
17/03/16 03h00;3;1025.7;84;0.6;5;12.964;18.52;60;0;0;
17/03/16 06h00;2.4;1025.8;86;0.3;4;9.26;14.816;40;0;;0
17/03/16 09h00;7.5;1026.4;72;2.8;6;24.076;35.188;60;0;;1
17/03/16 12h00;10.4;1025.3;52;1;8;35.188;48.152;70;0;;1
17/03/16 15h00;10.9;1024.3;59;3.2;10;29.632;38.892;50;0;;1
17/03/16 18h00;8.6;1025;66;2.6;9;12.964;29.632;40;0;;1
17/03/16 21h00;5.7;1026.4;80;2.5;5;16.668;25.928;70;0;;1
18/03/16 00h00;4.4;1026;85;2.1;3.6;12.964;16.668;70;0;0;
18/03/16 03h00;2.9;1025.1;94;2;0.7;9.26;11.112;60;0;0;
18/03/16 06h00;3.3;1024.5;96;2.7;1.5;12.964;18.52;70;0;;2
18/03/16 09h00;5.8;1024.6;87;3.8;2.3;24.076;33.336;70;0;0;6
18/03/16 12h00;10.3;1023.7;67;4.4;4.8;22.224;33.336;60;0;;0
18/03/16 15h00;10.8;1022.3;66;4.7;4;24.076;38.892;40;0;;1
18/03/16 18h00;6.9;1022.6;73;2.4;5;22.224;35.188;50;0;;0
18/03/16 21h00;5.3;1022.9;78;1.8;6;20.372;27.78;60;0;;7
19/03/16 00h00;4.7;1022.8;75;0.6;8;22.224;38.892;60;0;0;8
19/03/16 03h00;3.2;1022.1;82;0.4;9;12.964;22.224;50;0;0;
19/03/16 06h00;4;1021.7;82;1.2;13;14.816;24.076;60;0;;6
19/03/16 09h00;7.1;1021.8;73;2.6;30;25.928;50.004;60;0;;7
19/03/16 12h00;7.9;1021.7;73;3.4;30;31.484;46.3;60;0;;7
19/03/16 15h00;8.5;1020.8;69;3.1;30;31.484;48.152;60;0;;7
19/03/16 18h00;7.3;1021.1;72;2.6;30;31.484;46.3;60;0;;7
19/03/16 21h00;6.8;1021.2;74;2.5;45;33.336;53.708;50;0;0;8
20/03/16 00h00;6.5;1021.4;73;2;35;27.78;57.412;60;0;0;8
20/03/16 03h00;6.2;1020.5;74;1.9;40;33.336;51.856;60;0;0;8
20/03/16 06h00;5.9;1020.7;73;1.4;30;31.484;48.152;60;0;;8
20/03/16 09h00;6.4;1021.7;72;1.7;30;33.336;50.004;60;0;;7
20/03/16 12h00;7.9;1021.7;68;2.4;30;35.188;55.56;70;0;;7
20/03/16 15h00;7.5;1020.8;78;3.9;20;29.632;46.3;60;0;;7
20/03/16 18h00;7;1021.3;77;3.2;20;33.336;59.264;60;0;;7
20/03/16 21h00;6.8;1022.4;77;3;30;25.928;53.708;60;0;;8
21/03/16 00h00;6.5;1022.8;74;2.2;40;20.372;33.336;60;0;0;8
21/03/16 03h00;4;1023;76;0.1;30;12.964;33.336;60;0;0;
21/03/16 06h00;2.4;1023.4;86;0.3;20;7.408;12.964;70;0;;3
21/03/16 09h00;6.1;1024;82;3.3;10;9.26;16.668;40;0;;6
21/03/16 12h00;9.6;1023.5;66;3.6;15;20.372;31.484;60;0;;7
21/03/16 15h00;10.2;1021.9;57;2.1;25;25.928;38.892;60;0;;6
21/03/16 18h00;8.5;1021.8;70;3.3;25;18.52;33.336;40;0;;4
21/03/16 21h00;4.5;1022.1;88;2.7;10;5.556;9.26;30;0;;3
22/03/16 00h00;3.1;1021.4;95;2.4;5;5.556;9.26;10;0;;3
22/03/16 03h00;0.9;1019.9;96;0.3;0.2;5.556;7.408;50;0;0;
22/03/16 06h00;0.7;1019.2;97;0.3;1;7.408;9.26;80;0;;2
22/03/16 09h00;8.5;1018.7;66;2.5;19;9.26;14.816;40;0;0;
22/03/16 12h00;10.1;1017.8;63;3.4;30;14.4;21.6;10;0;;8
22/03/16 15h00;10;1016.1;66;3.9;18;18.52;27.78;20;0;0;8
22/03/16 18h00;7.9;1015.8;74;3.5;13;11.112;29.632;30;0;0;
22/03/16 21h00;4.8;1016.4;85;2.5;8;7.408;9.26;340;0;;1
23/03/16 00h00;5;1017;86;2.9;6;3.704;11.112;360;0;0;8
23/03/16 03h00;3;1016.3;92;1.8;3.3;5.556;7.408;20;0;0;
23/03/16 06h00;3.1;1016.8;94;2.2;1.7;5.556;9.26;360;0;;5
23/03/16 09h00;8.9;1018.3;71;3.9;12;12.964;16.668;50;0;;1
23/03/16 12h00;10.1;1018.2;63;3.4;11;16.668;25.928;40;0;0;8
23/03/16 15h00;11;1018.1;57;2.8;13;14.816;29.632;350;0;;7
23/03/16 18h00;8.4;1018.6;62;1.5;14;11.112;22.224;360;0;;3
23/03/16 21h00;6.7;1019.4;74;2.4;9;3.704;9.26;340;0;;7
24/03/16 00h00;6.9;1019.3;71;2;13;1.852;7.408;230;0;0;8
24/03/16 03h00;6.7;1018.6;74;2.4;19;5.556;9.26;250;0;0;8
24/03/16 06h00;7;1018.3;76;3.1;15;7.408;11.112;220;0;;8
24/03/16 09h00;9.4;1018.7;69;4;40;14.816;22.224;230;0;0;
24/03/16 12h00;10.1;1017.9;63;3.4;15;22.224;37.04;220;0;;7
24/03/16 15h00;9.8;1017.1;73;5.2;20;27.78;40.744;220;0;;7
24/03/16 18h00;9.3;1016.1;89;7.6;15;24.076;40.744;220;0;;8
24/03/16 21h00;8.8;1015.3;92;7.6;13;27.78;44.448;230;2;;8
25/03/16 00h00;9.5;1014.3;96;8.9;3.7;33.336;50.004;230;5;0;8
25/03/16 03h00;10.5;1013.7;97;10;2.1;16.668;33.336;260;2;0;8
25/03/16 06h00;8.8;1016;93;7.7;11;12.964;25.928;330;0;0;8
25/03/16 09h00;9.9;1017.7;71;4.9;18;11.112;20.372;350;0;;3
25/03/16 12h00;13.2;1018.6;56;4.6;25;3.704;18.52;360;0;;2
25/03/16 15h00;13.4;1017.5;55;4.5;25;14.816;24.076;190;0;;5
25/03/16 18h00;9.4;1017.5;73;4.8;20;18.52;31.484;210;0;;2
25/03/16 21h00;7.8;1016.2;84;5.3;15;18.52;25.928;190;0;;3
26/03/16 00h00;9.4;1013.7;88;7.5;6;27.78;44.448;180;0;0;8
26/03/16 03h00;11.1;1010.1;97;10.6;5;35.188;51.856;190;0;0;8
26/03/16 06h00;11.1;1007.5;98;10.8;6;35.188;61.116;190;0;;8
26/03/16 09h00;11.8;1005.4;95;11;4;42.596;72.228;200;0;;8
26/03/16 12h00;12.4;1002.3;89;10.6;4;42.596;75.932;200;0;;8
26/03/16 15h00;8.8;1002.3;91;7.4;4;29.632;68.524;250;4;;8
26/03/16 18h00;7.6;1003.2;88;5.7;20;20.372;40.744;230;5;;7
26/03/16 21h00;7.8;1004.4;74;3.5;35;20.372;38.892;230;0;0;
27/03/16 00h00;7.6;1004.1;77;3.8;45;33.336;51.856;230;0;0;7
27/03/16 03h00;7.5;1004.4;78;3.9;25;33.336;55.56;230;2;;4
27/03/16 06h00;8.1;1004.7;72;3.4;25;29.632;51.856;230;0;;6
27/03/16 09h00;9.8;1004.8;71;4.8;25;37.04;57.412;230;1;;7
27/03/16 12h00;11;1004.8;71;5.9;15;42.596;68.524;220;0;;7
27/03/16 15h00;9.7;1002.1;76;5.7;15;35.188;57.412;210;0;;7
27/03/16 18h00;9.3;996.4;90;7.7;6;48.152;75.932;190;6;;8
27/03/16 21h00;10.5;988.3;94;9.6;1.9;66.672;105.564;200;13;0;8
28/03/16 00h00;12;985.5;83;9.2;8;61.116;101.86;210;4;0;8
28/03/16 03h00;7.4;991.6;80;4.2;20;25.928;57.412;270;0;;8
28/03/16 06h00;6.9;995.4;87;4.9;20;20.372;44.448;250;0;;7
28/03/16 09h00;8.2;998;82;5.3;20;22.224;57.412;250;1;;6
28/03/16 12h00;9.4;999.6;68;3.8;15;40.744;70.376;240;0;;6
28/03/16 15h00;8.2;1001.5;80;5;25;29.632;79.636;260;2;;5
28/03/16 18h00;7.6;1003.4;75;3.4;25;25.928;59.264;260;0;;5
28/03/16 21h00;6.5;1005.5;76;2.6;35;22.224;59.264;250;0;;6
29/03/16 00h00;7.3;1006.3;68;1.8;60;22.224;48.152;240;0;0;
29/03/16 03h00;6.1;1006.4;81;3.1;20;16.668;24.076;220;0;;6
29/03/16 06h00;6.9;1006.9;74;2.6;30;18.52;29.632;230;;;5
29/03/16 09h00;10.4;1007.2;62;3.4;30;24.076;40.744;220;0;;6
29/03/16 12h00;9.6;1007.5;80;6.3;15;24.076;51.856;210;1;;7
29/03/16 15h00;10.7;1007;75;6.4;15;37.04;55.56;230;2;;8
29/03/16 18h00;8.5;1007.9;81;5.4;25;18.52;46.3;250;0;;7
29/03/16 21h00;7.8;1009.3;73;3.3;50;18.52;27.78;230;0;0;7
30/03/16 00h00;6.5;1009.4;80;3.3;60;12.964;46.3;230;0;0;8
30/03/16 03h00;6.2;1009.5;84;3.7;20;12.964;44.448;230;0;;7
30/03/16 06h00;6.6;1009.9;81;3.6;30;5.556;18.52;250;0;;7
30/03/16 09h00;9.6;1010.4;73;5;15;7.408;12.964;260;0;;8
30/03/16 12h00;10.3;1011.1;69;4.9;10;5.556;25.928;260;0;;8
30/03/16 15h00;10.1;1010.7;67;4.2;10;12.964;20.372;330;2;;8
30/03/16 18h00;8.9;1011.3;72;4.1;25;7.408;18.52;350;0;;8
30/03/16 21h00;7.2;1012.9;80;4;25;3.704;7.408;350;0;;8
31/03/16 00h00;6.5;1013.4;81;3.5;40;5.556;11.112;340;;0;7
31/03/16 03h00;6;1014.1;82;3.2;60;9.26;16.668;350;0;0;7
31/03/16 06h00;4.7;1015.2;82;1.9;60;9.26;14.816;350;0;0;
31/03/16 09h00;9.9;1016.7;66;3.8;28;20.372;35.188;350;0;0;
31/03/16 12h00;10.6;1017.6;56;2.2;40;22.224;37.04;360;0;0;
31/03/16 15h00;11;1018.5;59;3.3;35;18.52;38.892;360;0;0;6
31/03/16 18h00;9.3;1020.1;59;1.7;25;12.964;25.928;340;0;;1
31/03/16 21h00;5.8;1021.8;84;3.3;25;7.408;11.112;310;0;;0
01/04/16 00h00;3.2;1022.4;91;1.9;19;3.704;11.112;230;0;0;
01/04/16 03h00;2.7;1021.8;96;2.1;10;9.26;12.964;150;0;;0
01/04/16 06h00;2.9;1021;96;2.3;10;11.112;14.816;160;0;;3
01/04/16 09h00;9.3;1020.6;77;5.5;40;18.52;33.336;180;0;;6
01/04/16 12h00;11.6;1019.6;58;3.6;40;31.484;46.3;190;0;;6
01/04/16 15h00;10.9;1017.7;57;2.7;40;29.632;48.152;190;0;;7
01/04/16 18h00;9.7;1016.1;69;4.3;40;27.78;48.152;180;0;;7
01/04/16 21h00;9.1;1016;74;4.7;40;25.928;40.744;180;0;;8
02/04/16 00h00;8.8;1014.5;77;5;60;24.076;38.892;180;0;0;8
02/04/16 03h00;9;1012.2;79;5.6;40;18.52;29.632;170;0;;8
02/04/16 06h00;8.5;1011.2;78;4.9;40;18.52;33.336;160;0;;7
02/04/16 09h00;10.7;1010.7;62;3.7;40;24.076;42.596;180;0;;6
02/04/16 12h00;12.9;1008.9;49;2.4;20;25.928;44.448;190;0;;4
02/04/16 15h00;12;1006.7;49;1.6;15;22.224;31.484;180;0;;7
02/04/16 18h00;10.4;1006;54;1.5;20;14.816;29.632;160;0;;8
02/04/16 21h00;8.1;1005.6;73;3.5;20;12.964;20.372;130;0;;8
03/04/16 00h00;8.7;1004.5;85;6.3;15;16.668;24.076;150;0;0;8
03/04/16 03h00;9.2;1003;84;6.6;15;14.816;29.632;150;0;;7
03/04/16 06h00;8.7;1002.8;89;7;15;18.52;27.78;150;0;;7
03/04/16 09h00;9.3;1003.1;93;8.2;10;12.964;24.076;150;1;;7
03/04/16 12h00;13.2;1001.9;68;7.4;10;24.076;35.188;190;0;;7
03/04/16 15h00;12.5;1001.2;70;7.2;10;25.928;48.152;210;0;;6
03/04/16 18h00;9.6;1001.2;71;4.6;11;33.336;51.856;180;0;;6
03/04/16 21h00;8.2;1000.5;81;5.1;25;16.668;29.632;160;0;;5
04/04/16 00h00;8.9;998.7;86;6.7;8;22.224;44.448;160;0;0;8
04/04/16 03h00;9.4;997.8;88;7.5;18;20.372;33.336;220;0;0;8
04/04/16 06h00;8.2;998.7;87;6.2;35;18.52;29.632;230;0;0;
04/04/16 09h00;10.7;1000.6;77;6.8;25;24.076;37.04;240;0;;6
04/04/16 12h00;11.9;1001.9;72;7;25;24.076;37.04;230;0;;7
04/04/16 15h00;12;1003;70;6.7;25;18.52;35.188;270;0;;7
04/04/16 18h00;10.7;1004;75;6.4;25;14.816;24.076;270;0;;6
04/04/16 21h00;7.9;1006.3;88;6;25;5.556;12.964;260;0;;5
05/04/16 00h00;8.4;1007.2;92;7.2;12;5.556;9.26;270;0;0;8
05/04/16 03h00;8.6;1007.7;93;7.5;10;5.556;9.26;280;0;;7
05/04/16 06h00;8.5;1009.6;93;7.4;8;3.704;5.556;260;0;;7
05/04/16 09h00;11.4;1011.2;71;6.3;25;11.112;25.928;300;0;;6
05/04/16 12h00;13.3;1012.6;60;5.7;25;14.816;31.484;290;0;;6
05/04/16 15h00;12.6;1013.4;65;6.2;25;16.668;33.336;280;0;;6
05/04/16 18h00;10.8;1015;70;5.5;30;14.816;27.78;280;0;;2
05/04/16 21h00;6.7;1016.8;89;5;30;9.26;11.112;230;0;;1
06/04/16 00h00;7.9;1016.4;92;6.7;19;12.964;22.224;230;0;0;
06/04/16 03h00;9;1015.2;87;7;30;18.52;29.632;230;0;;6
06/04/16 06h00;9.4;1014.6;94;8.5;2.5;22.224;40.744;230;0;;8
06/04/16 09h00;10.3;1016;78;6.6;10;20.372;37.04;300;1;;8
06/04/16 12h00;13.5;1016.3;59;5.6;20;24.076;50.004;280;0;;6
06/04/16 15h00;11.5;1016.4;66;5.4;20;24.076;46.3;300;;;7
06/04/16 18h00;9.3;1016.7;65;3.1;25;20.372;50.004;290;;;3
06/04/16 21h00;6.4;1017.4;82;3.5;25;12.964;31.484;280;1;;6
07/04/16 00h00;5.8;1017.5;82;3;35;14.816;24.076;280;0;0;
07/04/16 03h00;5.9;1016.6;74;1.6;10;12.964;24.076;290;;;7
07/04/16 06h00;5.2;1016.9;87;3.2;15;14.816;42.596;280;1;;6
07/04/16 09h00;8.7;1017.2;74;4.3;10;25.928;42.596;320;0;;6
07/04/16 12h00;8.6;1017.8;73;4;10;22.224;51.856;340;0;;6
07/04/16 15h00;10.4;1017.5;62;3.4;20;29.632;50.004;330;;;6
07/04/16 18h00;9.2;1018.3;65;3;20;24.076;42.596;330;0;;6
07/04/16 21h00;7;1019.5;79;3.6;25;9.26;25.928;300;;;6
08/04/16 00h00;6.7;1018.6;90;5.2;11;7.408;16.668;280;1;0;8
08/04/16 03h00;8.1;1017.4;88;6.2;15;14.816;29.632;320;0;;6
08/04/16 06h00;8.1;1017.5;87;6.1;15;11.112;22.224;310;0;;7
08/04/16 09h00;9.9;1017.1;70;4.7;20;20.372;31.484;290;0;;6
08/04/16 12h00;10.7;1016.6;60;3.2;20;14.816;31.484;300;0;;7
08/04/16 15h00;10;1014.7;64;3.5;20;14.816;25.928;260;0;;7
08/04/16 18h00;8.8;1012.7;84;6.2;20;18.52;31.484;210;;;8
08/04/16 21h00;9;1010.4;97;8.5;4;24.076;35.188;190;2;;8
09/04/16 00h00;7.4;1009;95;6.7;8;12.964;37.04;320;3;0;8
09/04/16 03h00;5.1;1007.5;86;2.9;20;7.408;14.816;280;;;1
09/04/16 06h00;5.1;1006.3;90;3.6;20;14.816;35.188;250;0;;7
09/04/16 09h00;6.1;1006.5;78;2.5;20;22.224;46.3;280;0;;7
09/04/16 12h00;9.4;1006.1;52;0;20;27.78;44.448;260;0;;6
09/04/16 15h00;9.7;1005.7;54;0.8;20;25.928;48.152;260;0;;6
09/04/16 18h00;7.2;1005.6;68;1.7;50;14.816;33.336;220;;0;7
09/04/16 21h00;5.8;1004.8;86;3.6;20;24.076;37.04;170;3;;7
10/04/16 00h00;4.3;1002;88;2.5;25;18.52;29.632;130;0;;2
10/04/16 03h00;7.2;998.8;77;3.4;25;27.78;46.3;150;;;5
10/04/16 06h00;7.7;997.2;87;5.7;16;24.076;48.152;160;0;;7
10/04/16 09h00;10.1;995.8;79;6.6;20;38.892;61.116;150;1;;7
10/04/16 12h00;10.7;994.6;75;6.4;30;40.744;62.968;140;0;;7
10/04/16 15h00;13.2;993.4;67;7.2;30;38.892;61.116;150;0;;6
10/04/16 18h00;9.5;996.4;76;5.5;20;29.632;55.56;200;;;7
10/04/16 21h00;5.5;999.4;86;3.3;30;7.408;14.816;160;0;;1
11/04/16 00h00;6;1001.2;86;3.8;60;9.26;16.668;140;0;0;8
11/04/16 03h00;6.3;1001.6;86;4.1;20;16.668;24.076;130;0;;8
11/04/16 06h00;6;1002.7;91;4.6;12;9.26;18.52;150;;0;
11/04/16 09h00;11;1004.1;65;4.7;40;20.372;31.484;190;0;;3
11/04/16 12h00;13.1;1004.8;56;4.5;40;24.076;35.188;210;0;;3
11/04/16 15h00;13.2;1005.4;53;3.8;40;14.816;31.484;200;0;;6
11/04/16 18h00;11.7;1005.7;67;5.8;40;16.668;24.076;40;0;;2
11/04/16 21h00;7.8;1006.4;86;5.6;40;14.816;18.52;80;0;;1
12/04/16 00h00;5;1007.1;87;3;55;9.26;11.112;110;0;0;
12/04/16 03h00;5.7;1006.5;87;3.7;30;12.964;18.52;150;0;;6
12/04/16 06h00;6.7;1006.1;94;5.8;16;9.26;12.964;140;0;;6
12/04/16 09h00;11;1006.2;83;8.2;10;7.408;14.816;180;0;;5
12/04/16 12h00;14.3;1005.9;56;5.6;20;14.816;25.928;190;0;;6
12/04/16 15h00;15.7;1005.5;38;1.4;20;20.372;33.336;200;0;;5
12/04/16 18h00;13.8;1005.4;42;1.1;60;11.112;18.52;200;0;0;
12/04/16 21h00;7.8;1006.3;80;4.6;25;5.556;11.112;180;0;;0
13/04/16 00h00;6.2;1006.6;92;5;45;9.26;12.964;120;0;0;
13/04/16 03h00;7.2;1005.8;81;4.2;25;9.26;12.964;120;0;;5
13/04/16 06h00;7.7;1005.9;76;3.7;30;9.26;11.112;110;0;;7
13/04/16 09h00;10;1007.4;87;7.9;25;9.26;16.668;140;2;;6
13/04/16 12h00;14;1008;64;7.3;30;24.076;37.04;180;;;6
13/04/16 15h00;13.9;1008;62;6.7;30;24.076;38.892;200;0;;5
13/04/16 18h00;11.5;1008.9;74;7;30;18.52;35.188;200;0;;6
13/04/16 21h00;9.3;1010.4;90;7.7;15;9.26;40.744;190;1;;8
14/04/16 00h00;9.2;1009.8;93;8.1;18;14.816;22.224;160;0;0;8
14/04/16 03h00;8.4;1008.6;94;7.5;15;9.26;20.372;140;0;;3
